pot_number,original_number,tomb,cemetery,cem_condensed,shape,additional,open_closed,height,diamter,rim_diameter,period,date_range,start_date,end_date,ave_date,century,tomb_century,tomb_period,import,import_origin,imitation,imitation_origin,antique,1100,1090,1080,1070,1060,1050,1040,1030,1020,1010,1000,990,980,970,960,950,940,930,920,910,900,890,880,870,860,850,840,830,820,810,800,790,780,770,760,750,740,730,720,710,700,690,680,670,660,650,640,630,620,610
3923,39,132,NC,NC,Lid,Domed lid,,,26,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3924,40,132,NC,NC,Lid,Domed lid,,,24,,EG,810-790,810,790,800,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,41,132,NC,NC,Krater,Pedestal krater,O,,,,LG,745-710,745,710,727.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3926,42,132,NC,NC,Lid,Domed lid,,,21,,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3927,1,134,NC,NC,Jug,Juglet,C,9.3,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3928,2,134,NC,NC,Cup,,O,9.8,,11,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3929,3,134,NC,NC,Lekythos,Lekythos/juglet,C,14,,,MG,790-745,790,745,767.5,8th,9th,PGB,,,Y,Cypriot BoR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930,4,134,NC,NC,Jug,Juglet,C,9,,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3931,5,134,NC,NC,Other,Coarse basin,O,,,36,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,6,134,NC,NC,Lid,Conical lid,,10.5,20,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3933,7,134,NC,NC,Jug,Juglet,C,9,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3934,8,134,NC,NC,Cup,,O,,,,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3935,9,134,NC,NC,Cup,,O,9.6,,12.3,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3936,10,134,NC,NC,Jug,Juglet,C,8.4,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3937,11,134,NC,NC,Aryballos,,C,6.6,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3938,12,134,NC,NC,Jug,Coarse juglet,C,7.7,,,EG,810-790,810,790,800,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3939,13,134,NC,NC,Cup,Small cup,O,4.6,,6.5,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3940,14,134,NC,NC,Amphora,Neck-handled amphora,C,36,,9.2,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,15,134,NC,NC,Amphora,Neck-handled amphora,C,73.5,,20,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,17,134,NC,NC,Cup,,O,9.5,,10.8,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3944,18,134,NC,NC,Lid,Small lid,,2.9,10,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,19,134,NC,NC,Lid,Small lid,,2.5,9.4,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,20,134,NC,NC,Cup,,O,10,,11,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3948,22,134,NC,NC,Jug,Miniature jug-aryballos,C,1.9,,,EG-MG,810-745,810,745,777.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,24,134,NC,NC,Jug,Juglet,C,8.2,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3951,25,134,NC,NC,Krater,Pedestal krater,O,36,,31,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3952,26,134,NC,NC,Jug,Juglet,C,8.4,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3953,27,134,NC,NC,Jug,Jug-aryballos,C,11.3,,,EG,810-790,810,790,800,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954,28,134,NC,NC,Lekythos,Lekythos/juglet,C,17,,,MG,790-745,790,745,767.5,8th,9th,PGB,,,Y,Cypriot BoR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,29,134,NC,NC,Oinochoe,,C,14.2,,,EG,810-790,810,790,800,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,30,134,NC,NC,Lekythos,,C,6.4,,,EG,810-790,810,790,800,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,31,134,NC,NC,Jug,Juglet,C,9.1,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3958,32,134,NC,NC,Jug,,C,10.1,,,EG,810-790,810,790,800,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3959,33,134,NC,NC,Lekythos,,C,,,,Cypriot BoR I (Jones850-750),850-750,850,750,800,8th,9th,PGB,Y,Cyprus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,34,134,NC,NC,Jug,Coarse juglet,C,7.5,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3961,35,134,NC,NC,Kalathos,Miniature kalathos-lid,O,2.6,7.2,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,36,134,NC,NC,Cup,Small cup,O,4.3,,5.3,EG-MG,810-745,810,745,777.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,37,134,NC,NC,Cup,Small cup,O,4.1,6.7,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3964,38,134,NC,NC,Lekythos,,C,,,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,39,134,NC,NC,Cup,Small cup,O,5,,7,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,40,134,NC,NC,Cup,,O,5.6,,8,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3967,41,134,NC,NC,Jug,Feeding jug,C,7.6,,,PGB,840-810,840,810,825,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3968,42,134,NC,NC,Amphoriskos,Neck-handled amphoriskos,C,10.8,,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,43,134,NC,NC,Jug,Juglet,C,8.6,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3970,44,134,NC,NC,Lekythos,,C,,,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3971,45,134,NC,NC,Cup,,O,8.1,,10.3,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3972,46,134,NC,NC,Lid,Domed lid,,6,17,,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3973,47,134,NC,NC,Cup,,O,10.2,,12,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3974,48,134,NC,NC,Skyphos,,O,6.5,,12,Euboean SubPG,900-850,900,850,875,9th,9th,PGB,Y,Euboea,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975,49,134,NC,NC,Cup,Small cup,O,4.6,,5.8,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3976,50,134,NC,NC,Lid,Small lid,,2.7,9.3,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,51,134,NC,NC,Skyphos,,O,5.7,,8.4,EG,810-790,810,790,800,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3978,52,134,NC,NC,Skyphos,,O,6.4,,8,EG,810-790,810,790,800,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,53,134,NC,NC,Cup,Small cup,O,5,,5.5,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3980,54,134,NC,NC,Lid,Small lid,,2.5,9.6,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3981,55,134,NC,NC,Lid,Small lid,,3,8.8,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,56,134,NC,NC,Lid,Domed lid,,6,18.7,,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3983,57,134,NC,NC,Lid,Domed lid,,4.9,18,,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3984,58,134,NC,NC,Lid,Domed lid,,4.9,18.3,,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3985,59,134,NC,NC,Lid,Small lid,,2.4,9.1,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3986,60,134,NC,NC,Aryballos,,C,,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3987,61,134,NC,NC,Jug,Miniature jug-aryballos,C,4.5,,,EG,810-790,810,790,800,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3988,62,134,NC,NC,Lid,Small lid,,3.1,9.7,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3989,63,134,NC,NC,Cup,,O,8.4,,9.2,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3990,64,134,NC,NC,Cup,,O,9.3,,13,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3991,65,134,NC,NC,Jug,Juglet,C,,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3992,66,134,NC,NC,Cup,,O,10.3,,11.5,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3993,67,134,NC,NC,Cup,,O,7.9,,11.2,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,68,134,NC,NC,Jug,Juglet,C,8.8,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3995,69,134,NC,NC,Lid,Small lid,,,9.6,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,70,134,NC,NC,Lid,Domed lid,,,19,,LG-EO,745-670,745,670,707.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3997,71,134,NC,NC,Lid,Conical lid,,,22,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3998,72,134,NC,NC,Lid,Small lid,,2.8,9,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3999,73,134,NC,NC,Jug,Juglet,C,8.5,,,MG-LG,790-710,790,710,750,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
4000,74,134,NC,NC,Pithos,Straight-sided pithos,C,,,14.4,EG,810-790,810,790,800,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,75,134,NC,NC,Skyphos,,O,6,,8,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
